type(String),continent(String),iso_country(String),iso_region(String),municipality(String),gps_code(String),local_code(String),coordinates(String),ident(String),name(String),elevation_ft(Integer)
small_airport,NA,US,US-MO,Belle,MO78,MO78,"38.31669998168945, -91.78350067138672",MO78,Stickle Cattle Farms Airport,700
small_airport,NA,US,US-MO,Belleview,MO79,MO79,"37.67919921875, -90.71540069580078",MO79,Sky Ranch Ii Airport,1060
small_airport,NA,US,US-MO,Mountain Grove,MO80,MO80,"37.160598, -92.323501",MO80,Oak Ridge Airpark,1482
small_airport,NA,US,US-MO,Bismarck,MO81,MO81,"37.6708984375, -90.61479949951172",MO81,Dove Airstrip,1080
small_airport,NA,US,US-MO,Gorin,MO82,MO82,"40.40890121459961, -92.05680084228516",MO82,Howard Airport,740
small_airport,NA,US,US-MO,Green City,MO83,MO83,"40.25310134887695, -92.95490264892578",MO83,Widmark Airport,1045
small_airport,NA,US,US-MO,Viburnum,MO84,MO84,"37.71670150756836, -91.13349914550781",MO84,Viburnum Airport,1272
small_airport,NA,US,US-MO,Marshfield,MO85,MO85,"37.25170135498047, -92.83380126953125",MO85,Wells Airport,1530
small_airport,NA,US,US-MO,Bellflower,MO86,MO86,"38.95970153808594, -91.30390167236328",MO86,Sanctuary Airport,750
small_airport,NA,US,US-MO,Oak Grove,MO87,MO87,"38.94580078125, -94.16190338134766",MO87,Powis Airport,879
small_airport,NA,US,US-MO,Hatton,MO88,MO88,"39.099998474121094, -92.0093002319336",MO88,Feutz Airport,890
small_airport,NA,US,US-MO,Laurie,MO89,MO89,"38.174198150634766, -92.8584976196289",MO89,Bar-Vik Airport,930
heliport,NA,US,US-MO,St Louis,MO91,MO91,"38.633399963378906, -90.2500991821289",MO91,Barnes Jewish Hospital Heliport,513
heliport,NA,US,US-MO,Bridgeton,MO92,MO92,"38.752169, -90.4324",MO92,SSM Health Depaul Hospital-St. Louis Heliport,543
small_airport,NA,US,US-MO,Hawk Point,MO93,MO93,"39.044819, -91.148094",MO93,Keeven Air Ranch Airport,700
small_airport,NA,US,US-MO,Trimble,MO94,MO94,"39.5, -94.5802001953125",MO94,Starr Airport,1000
small_airport,NA,US,US-MO,Centerville,MO96,MO96,"37.41619873046875, -90.9635009765625",MO96,Ray Johnson Inc Airport,950
heliport,NA,US,US-MO,Wentzville,MO97,MO97,"38.822722, -90.8814833",MO97,SSM Health St. Joseph Hospital-Wentzville Heliport,620
small_airport,NA,US,US-MO,Cleveland,MO98,MO98,"38.71310043334961, -94.58499908447266",MO98,Williams Airport,985
small_airport,NA,US,US-MO,Climax Springs,MO99,MO99,"38.11640167236328, -93.07710266113281",MO99,Miller Airport,1000
small_airport,NA,US,US-AK,Elim,MOS,MOS,"64.69819641113281, -162.0570068359375",MOS,Moses Point Airport,14
small_airport,NA,PA,PA-7,Pedasi,MP00,MP00,"7.5568799972534, -80.023300170898",MP00,Capt Justiniano Montenegro Airport,16
small_airport,NA,PA,PA-1,Dos Ca帽os,MP02,MP02,"9.543330192565918, -82.73380279541016",MP02,Finca 45 Airport,56
small_airport,NA,PA,PA-4,Guarumal,MP03,MP03,"8.3457, -82.5042",MP03,La Cabezona Airport,31
small_airport,NA,PA,PA-1,Changuinola,MP17,MP17,"9.434410095214844, -82.49909973144531",MP17,Finca 67 Airport,30
small_airport,NA,PA,PA-2,Penonome,MP18,MP18,"8.503829956054688, -80.36029815673828",MP18,Penonome Airport,282
small_airport,NA,PA,PA-4,Nueva California,MP21,MP21,"8.770389556884766, -82.66439819335938",MP21,Alvaro Berroa Airport,5000
small_airport,NA,PA,PA-2,Ingenio Santa Rosa,MP22,MP22,"8.195219993591309, -80.65869903564453",MP22,Ingenio Santa Rosa Airport,109
small_airport,NA,PA,PA-8,Calzada Larga,MP23,MP23,"9.1662797927856, -79.545097351074",MP23,Calzada Larga Airport,394
small_airport,NA,PA,PA-10,Chame District,MP24,MP24,"8.58846, -79.889702",MP24,Chame Airport,141
small_airport,NA,PA,PA-8,Punta Cocos,MP26,MP26,"8.224849700927734, -78.90440368652344",MP26,Punta Cocos Airport,66
small_airport,NA,PA,PA-1,Guabito,MP27,MP27,"9.51613998413086, -82.59549713134766",MP27,Deborah Airport,20
small_airport,OC,PG,PG-MPL,Makini,AYMJ,MAK,"-6.532222222220001, 147.651166667",MPG,Makini Airport,2530
small_airport,OC,PG,PG-NIK,Tatau Island,AYMZ,MBU,"-2.81138888889, 151.991111111",MPU,Mapua(Mabua) Airport,40
small_airport,OC,PG,PG-SAN,Miyanmin,AYIY,MIM,"-4.903055555560001, 141.620833333",MPX,Miyanmin Airport,2500
small_airport,OC,PG,PG-WPD,Malam,AYMQ,MAA,"-8.70916666667, 142.649722222",MQO,Malam Airport,126
small_airport,NA,US,US-MS,Olive Branch,MS00,MS00,"34.98889923095703, -89.91529846191406",MS00,Double O Ranch Airport,385
heliport,NA,US,US-MS,Cleveland,MS01,MS01,"33.750099182128906, -90.7500991821289",MS01,Bolivar County Hospital Heliport,139
heliport,NA,US,US-MS,Pascagoula,MS02,MS02,"30.348800659179688, -88.47810363769531",MS02,Pascagoula Refinery Pad Nr 3 Heliport,20
small_airport,NA,US,US-MS,Shelby,MS03,MS03,"33.92430114746094, -90.78700256347656",MS03,Christmas Airport,153
heliport,NA,US,US-MS,Greenville,MS05,MS05,"33.410701751708984, -91.0343017578125",MS05,Delta Regional Medical Center Heliport,123
small_airport,NA,US,US-MS,Linwood,MS06,MS06,"32.790401458740234, -90.13809967041016",MS06,Linwood Airport,285
heliport,NA,US,US-MS,Jackson,MS07,MS07,"32.38570022583008, -90.18730163574219",MS07,Echelon Heliport,340
small_airport,NA,US,US-MS,Pisgah,MS08,MS08,"32.473899841308594, -89.85179901123047",MS08,Harrell Field,385
small_airport,NA,US,US-MS,Alligator,MS09,MS09,"34.10179901123047, -90.70120239257812",MS09,Glidwell Flying Service Airport,160
small_airport,NA,US,US-MS,Belzoni,MS10,MS10,"33.15850067138672, -90.50430297851562",MS10,Turner Field,109
small_airport,NA,US,US-MS,Brandon,MS11,MS11,"32.208499908447266, -89.94170379638672",MS11,Mohr Farm Airport,360
small_airport,NA,US,US-MS,Glen Allan,MS13,MS13,"33.07569885253906, -90.95339965820312",MS13,Eifling Farms Airport,110
small_airport,NA,US,US-MS,Ashland,MS14,MS14,"34.813889, -89.199617",MS14,John Farese Airpark,565
small_airport,NA,US,US-MS,Greenville,MS15,MS15,"33.331199645996094, -91.03700256347656",MS15,Country Club Airport,117
heliport,NA,US,US-MS,Greenwood,MS16,MS16,"33.51959991455078, -90.20089721679688",MS16,Greenwood-Leflore Hospital Heliport,130
heliport,NA,US,US-MS,Gulfport,MS17,MS17,"30.368000030517578, -89.11479949951172",MS17,Memorial Hospital Heliport,33
small_airport,NA,US,US-MS,Corinth,MS18,MS18,"34.77000045776367, -88.60559844970703",MS18,Dilworth Airport,465
heliport,NA,US,US-MS,Pascagoula,MS19,MS19,"30.354900360107422, -88.49140167236328",MS19,Pascagoula Refinery Pad Nr 2 Heliport,20
small_airport,NA,US,US-MS,Inverness,MS20,MS20,"33.354801177978516, -90.5790023803711",MS20,Newell Flying Service Airport,126
small_airport,NA,US,US-MS,Inverness,MS21,MS21,"33.33209991455078, -90.58200073242188",MS21,Lester Field,115
small_airport,NA,US,US-MS,Itta Bena,MS22,MS22,"33.48899841308594, -90.35700225830078",MS22,Murphey Flying Service Airport,120
small_airport,NA,US,US-MS,Woodville,MS23,MS23,"31.00670051574707, -91.2031021118164",MS23,Forest Home Airport,240
small_airport,NA,US,US-MS,Edwards,MS24,MS24,"32.24679946899414, -90.5822982788086",MS24,Joe Sanford Field,180
small_airport,NA,US,US-MS,Leland,MS25,MS25,"33.39870071411133, -90.96759796142578",MS25,Huntley Airport,117
small_airport,NA,US,US-MS,Lucedale,MS26,MS26,"30.802200317382812, -88.54750061035156",MS26,Cedar Creek Air Ranch Airport,165
small_airport,NA,US,US-MS,Hurley,MS27,MS27,"30.706899642944336, -88.42919921875",MS27,Aerohead Airport,130
small_airport,NA,US,US-MS,Lorman,MS28,MS28,"31.868799209594727, -91.13480377197266",MS28,Alcorn State University Airport,269
small_airport,NA,US,US-MS,Canton,MS29,MS29,"32.601944, -89.863889",MS29,Pace Airstrip,350
small_airport,NA,US,US-MS,Greenville,MS30,MS30,"33.30569839477539, -90.99040222167969",MS30,Abide Airpark,115
heliport,NA,US,US-MS,Batesville,MS31,MS31,"34.306527, -89.913341",MS31,Panola Medical Center Heliport,337
heliport,NA,US,US-MS,Meridian,MS32,MS32,"32.36819839477539, -88.69889831542969",MS32,Andersons Hospital Heliport,298
small_airport,NA,US,US-MS,Moorhead,MS33,MS33,"33.41680145263672, -90.49449920654297",MS33,Hobbs Airport,115
small_airport,NA,US,US-MS,Onward,MS34,MS34,"32.69820022583008, -90.94650268554688",MS34,Reality Plantation Airport,98
